Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Quickhull/Pipes/10000000,4.178074499907804,3.9136858626283377,4.379596685117419,0.3093269975124265,0.0,0.3490466636353592
Quickhull/Pipes/100000000,39.44351308043459,38.37661506517228,40.014288811628525,0.9307218112064324,0.0,0.9886125661551849
Quickhull/Streaming/100,4.005547290794024e-5,3.8519230395234034e-5,4.247878939523963e-5,6.614032227876166e-6,4.919115013184073e-6,9.067458644847244e-6
Quickhull/Streaming/1000,4.06508971906616e-4,3.840416586834348e-4,4.349688129354928e-4,8.704461705594714e-5,7.040563479456956e-5,1.083014185669236e-4
Quickhull/Streaming/10000,4.293084632645536e-3,4.016510676884884e-3,4.59457219042222e-3,9.355798131700794e-4,7.913741203522671e-4,1.173433581353462e-3
Quickhull/Streaming/100000,3.9741755417200944e-2,3.580010289199929e-2,4.4573249302419904e-2,8.780296217946253e-3,6.309330214554956e-3,1.0862121298327424e-2
Quickhull/Streaming/1000000,0.48584502207401775,0.4781795002571057,0.49246504369754723,1.0676589773344921e-2,6.765421556309548e-17,1.1466213799157701e-2
Quickhull/Streaming/10000000,5.510116535851843,5.295673899127362,5.622982009894302,0.18648308709932335,0.0,0.1954887354618855
Quickhull/Streaming/100000000,62.09301851785224,61.71430927962901,62.290869207227985,0.3289607335626992,0.0,0.34268744631132814
Quickhull/Hand/100,2.053458810630721e-6,2.0179705840653965e-6,2.104291580371399e-6,1.4350340083917535e-7,9.533823400436248e-8,2.061455039743802e-7
Quickhull/Hand/1000,1.136593622656456e-5,1.0796764514938706e-5,1.227114119389509e-5,2.3782987179550407e-6,1.6318009882308397e-6,3.213750902760303e-6
Quickhull/Hand/10000,9.756773635067599e-5,9.221539805776391e-5,1.0465799320625159e-4,2.09632707466961e-5,1.682252482742957e-5,2.495447325521343e-5
Quickhull/Hand/100000,1.3353525928069246e-3,1.2460849219846875e-3,1.4301603964283567e-3,3.258079006809681e-4,2.7133582042908105e-4,3.7562248438964416e-4
Quickhull/Hand/1000000,1.2138817879370406e-2,1.1647769788673271e-2,1.2687646550759666e-2,1.3425424061747832e-3,1.0420464387436987e-3,1.8232692980309567e-3
Quickhull/Hand/10000000,0.12245535884654864,0.11811326268039059,0.12597534328586196,5.696251562451115e-3,4.156519011684375e-3,7.918864868040384e-3
Quickhull/Hand/100000000,1.350747011934722,1.2703375442550209,1.4068833405731234,8.446066116735416e-2,0.0,9.72309733520952e-2
Quickhull/Folderol/100,7.155477444230997e-6,6.854813732234596e-6,7.619725262342273e-6,1.3040793117763152e-6,8.827701689578855e-7,1.7628680741378327e-6
Quickhull/Folderol/1000,2.310713273727686e-5,2.2004563492855016e-5,2.4698234811060413e-5,4.449269725582704e-6,2.848304852875278e-6,6.316909032505774e-6
Quickhull/Folderol/10000,1.58133554394315e-4,1.5409935036767952e-4,1.6329096563184775e-4,1.4059603187196783e-5,9.651998814787214e-6,1.9990013460834342e-5
Quickhull/Folderol/100000,2.6124354531282114e-3,2.5053851627487886e-3,2.777076722097366e-3,4.3505506561108883e-4,3.2836901115582075e-4,5.89651550088205e-4
Quickhull/Folderol/1000000,2.1133198585373245e-2,2.031574671792278e-2,2.219351990947193e-2,2.2199858447408687e-3,1.5719542470476141e-3,3.2570359797832772e-3
Quickhull/Folderol/10000000,0.2229424299321423,0.20283321132278265,0.23952888928814894,2.3217567095764318e-2,1.40962722431251e-2,3.336604232879538e-2
Quickhull/Folderol/100000000,2.139833053100951,1.8688454458773798,2.294929679893705,0.24193831557144088,0.0,0.2686352376875979
Quickhull/Vector/Recompute/100,7.1821080916447175e-6,7.021248141615324e-6,7.603293096880746e-6,7.919216887374058e-7,3.507506013428535e-7,1.4078703108071413e-6
Quickhull/Vector/Recompute/1000,2.8040588793881146e-5,2.6929227768243416e-5,2.9560466801902706e-5,4.499875734167211e-6,2.8810949129555823e-6,6.450971722809072e-6
Quickhull/Vector/Recompute/10000,2.3953047356760387e-4,2.2347908598576702e-4,2.6223958506821886e-4,6.009990016956262e-5,4.411705342743853e-5,7.634932259551548e-5
Quickhull/Vector/Recompute/100000,2.823891999305975e-3,2.650062259591333e-3,3.1043249675441285e-3,7.527975428456237e-4,5.199537242295822e-4,9.992822300397101e-4
Quickhull/Vector/Recompute/1000000,2.4463763588866802e-2,2.3862460393671917e-2,2.5375777421157056e-2,1.644244395150432e-3,1.1395796531107228e-3,2.1538060619220776e-3
Quickhull/Vector/Recompute/10000000,0.2672891416698951,0.25981028091492037,0.27554203155458046,8.919579679667666e-3,4.135019470921764e-3,1.2496979871183431e-2
Quickhull/Vector/Recompute/100000000,2.761649717352382,2.57437375762893,2.8857203208954605,0.18611693924770056,0.0,0.2148965890623468
Quickhull/Vector/Store/100,8.561300857031137e-6,8.322837522384853e-6,8.853830928172192e-6,8.496254288246646e-7,6.866641775962001e-7,1.0734342237735544e-6
Quickhull/Vector/Store/1000,3.164017911976171e-5,3.052823292262168e-5,3.316253806872197e-5,4.302061724336498e-6,3.6958869169797868e-6,4.994032630684944e-6
Quickhull/Vector/Store/10000,2.6915033668615016e-4,2.596753368578792e-4,2.8107211042413256e-4,3.454917543086885e-5,2.954748862236789e-5,4.0671198013928724e-5
Quickhull/Vector/Store/100000,4.02615563403535e-3,3.8343697834029486e-3,4.258618401464184e-3,7.008207696585209e-4,5.585497516907229e-4,8.528324803915443e-4
Quickhull/Vector/Store/1000000,4.333538273498388e-2,4.062008981174488e-2,4.920407583659319e-2,7.0707953325396845e-3,3.739391533759108e-3,1.1515882739648773e-2
Quickhull/Vector/Store/10000000,0.43185396088071676,0.40860333287892187,0.4455871214229199,2.110523466426362e-2,0.0,2.3786531807595986e-2
Quickhull/Vector/Store/100000000,4.048056782547998,3.7913863468787916,4.19116942942387,0.2266608393428224,0.0,0.24787837559467477
