Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Arrays/MapPartition/Vector-unfused/10000000,0.11068615478072671,0.10636399901184598,0.11588205865372926,7.325237382562401e-3,4.978878008555874e-3,1.0587472938681633e-2
Arrays/MapPartition/Vector-unfused/100000000,1.1715723847109267,1.10387752598452,1.229954635546762,9.40986854623189e-2,0.0,0.10112102470789741
Arrays/PartitionMap2/Folderol/100,1.5823154001051628e-6,1.496220757256115e-6,1.688242150387481e-6,3.1334817059115945e-7,2.600971229370567e-7,3.6536724603222093e-7
Arrays/PartitionMap2/Folderol/1000,1.3325902027277393e-5,1.2947068122116387e-5,1.3774912546388357e-5,1.421218328744399e-6,1.162277244906912e-6,1.801899700569652e-6
Arrays/PartitionMap2/Folderol/10000,1.3501380022961469e-4,1.2845623294798004e-4,1.4246267304971868e-4,2.397143966111304e-5,1.9651405446655987e-5,2.8441638251081453e-5
Arrays/PartitionMap2/Folderol/100000,1.677498810647102e-3,1.6143095443924543e-3,1.7560697368827168e-3,2.304999514924702e-4,1.9700273626191563e-4,2.831766531899672e-4
Arrays/PartitionMap2/Folderol/1000000,1.6420860017154405e-2,1.5458897985808427e-2,1.7751026900089343e-2,2.8401135950111367e-3,1.998126706616624e-3,4.408734338023607e-3
Arrays/PartitionMap2/Folderol/10000000,0.14675478479475149,0.1317847186747311,0.16192152244658162,1.9238630189680733e-2,1.2358675874758787e-2,3.305554502868043e-2
Arrays/PartitionMap2/Folderol/100000000,1.562806511794183,1.4244485619843392,1.6348104250467477,0.12012083165171332,0.0,0.12471443609722425
Arrays/PartitionMap2/Vector-fused/100,1.8576470721631107e-6,1.7763255703846807e-6,1.93930835321167e-6,2.734964573887833e-7,2.381660150034124e-7,3.305317704267472e-7
Arrays/PartitionMap2/Vector-fused/1000,1.3787441632776798e-5,1.335463493222035e-5,1.439690681328022e-5,1.6783171456075453e-6,1.31246056723112e-6,2.43412132940271e-6
Arrays/PartitionMap2/Vector-fused/10000,1.3775821783229054e-4,1.3204744654248056e-4,1.4505424037646275e-4,2.3281827444451145e-5,1.9545320001849492e-5,2.7809237114497346e-5
Arrays/PartitionMap2/Vector-fused/100000,1.421681410787244e-3,1.3579362848549627e-3,1.497675175395683e-3,2.2826343917408507e-4,1.931653192991933e-4,2.700257980892994e-4
Arrays/PartitionMap2/Vector-fused/1000000,1.7001977105887703e-2,1.6329394826821407e-2,1.7719827777873478e-2,1.7815136520387674e-3,1.4225233535219747e-3,2.2221272732509834e-3
Arrays/PartitionMap2/Vector-fused/10000000,0.16884520049672969,0.1624983301401159,0.17813577714091525,1.0526771677009841e-2,6.703898502217771e-3,1.4571080038637666e-2
Arrays/PartitionMap2/Vector-fused/100000000,1.7776018322384657,1.7601268387420912,1.794965737987552,2.997942525351089e-2,2.706168622523819e-16,3.0075166975254614e-2
Arrays/PartitionMap2/Vector-unfused/100,1.5036753201309534e-6,1.457159943879272e-6,1.5836763327011335e-6,1.9035112125835434e-7,1.4382014931895614e-7,2.5748112554401713e-7
Arrays/PartitionMap2/Vector-unfused/1000,1.2888526293208605e-5,1.2703294265671141e-5,1.3210753421640301e-5,7.925665400410305e-7,5.187047071019554e-7,1.2700137123942238e-6
Arrays/PartitionMap2/Vector-unfused/10000,1.629121200728202e-4,1.5652018491574415e-4,1.7027092923789064e-4,2.206542189921028e-5,1.9024125489301936e-5,2.5562339703328245e-5
Arrays/PartitionMap2/Vector-unfused/100000,1.504518796735975e-3,1.4314215551690674e-3,1.589031596072504e-3,2.75863751987175e-4,2.2247465389011283e-4,3.286109303646815e-4
Arrays/PartitionMap2/Vector-unfused/1000000,1.5997678318167428e-2,1.52388244795142e-2,1.6972752322623467e-2,2.100541953432339e-3,1.4568655086134822e-3,3.13863118586184e-3
Arrays/PartitionMap2/Vector-unfused/10000000,0.16600403614242693,0.152872704725056,0.17760866625483482,1.590019111449722e-2,1.0516496350758242e-2,2.4972425739935574e-2
Arrays/PartitionMap2/Vector-unfused/100000000,1.4764873032107657,1.457302095484086,1.491208876213418,2.2645332113375168e-2,0.0,2.5498512407928053e-2
