Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
10,2.100707190736309,2.092461983150671,2.105241626689344,7.246656998326424e-3,0.0,7.853873454324468e-3
100,0.5961443674468725,0.5922011354713753,0.6039774775866963,6.783724825215818e-3,0.0,6.799074290349689e-3
1000,0.9522417378459312,0.9435940920771774,0.9579452060386991,8.556700508903751e-3,0.0,9.878696689227178e-3
10000,1.0777778513318321,1.0733012724288171,1.080199876597507,3.9158203036987055e-3,0.0,4.1950708173644075e-3
100000,1.2238382931465057,1.219655581576618,1.231312055801264,6.4878047727934636e-3,0.0,6.729868531401364e-3
1000000,1.7992087749728187,1.7542357924790795,1.8289795018607273,4.465946333818026e-2,0.0,5.156441154811446e-2
